preprocessed_text,label
በምርጫ ተወዳድረው ወንበር ያላገኙ ተፎካካሪ ፓርቲዎች ምንነው ጠቅላይ ሚንስትር እኛን ሹሙት ነሱን ብለው ማኩረፍ ጀምረዋል አሉ ብል,0
ፈሪ ለናቱ ያልክ ትመስላለህ ዜና ጋዜጠኛ ይሏል አቅምን አውቆ መጣፍ ጥሩ ጋብዜሀለው ጋሽ ኤልያስ ኮንሰርት ምናምኑን ዘግብ,1
ድል ለኢትዮጵያ ህዝብ,0
ወያኔ ተላላፊ በሽታ እንደሆነ ድቅን ብሎ ታየኝ እነሱምኮ ኤርትራውያን ባንድ አፋቸው ወንድሞቻችን እያሉ በሌላ ደሞ ሀገራችንን ሊያጠፉ ላባ,1
ሁላችሁም የተጠቁት ፖለቲከኞች ደደብ አላዋቂ ቂለኞች ናችሁ,1
ደሞ እንደኔ አታረግም,0
የጅቡቲአዲስ አበባን መንገድ ቢይዝ እንደሚፈራው ነዳጅ ምግብ እንዳያልፍ አያደርግም መሳርያ በዛ እንዳይገባ ያረጉ ይሆን አዲስ ባህር,0
የተከበርከው የአማራ ወንድም ህዝብ ሆይ ከአብራክህ የወጡ ተላላኪዎች ከጫኑብህ የጭቆና ቀንበር ለመላቀቅ የምታደርገውን እልህ አስጨራሽ ትግል ወንድም የትግራይ ህዝብ ከጎንህ በመሆን,0
ሰበር ዜና አክሱም አድዋ ጀግናው የኢትዮጵያ መከላከያ ሰራዊት ተቆጣጥረዋል እንኳን ደስ አለን,0
በሀገራችንን ጣልቃ አትግቡ እጃችሁን አንሱ መንግስታችን የፈረንጅ አሽከር,1
ሰባት በእቁባይ እጅ በደንብ ቢጠበጠብ ባለፈው ያስመታኝ እቁባይ የሚባል ብሎ አስለፍልፎታል,1
ውይ አዲሴ በእውነት አመዛዝነሽ ምረጪ ለእኔ ብለሽ እንድት መርጪ አልፈልግም,0
ለነ ብልፅግና ከወያኔ ውድቀት ያለመማራቸው ትልቅቅቅቅቅ ድንቁርና ትልቅ ክሽፈት ውርደትም አብይ አህመድ እንደዚ ደንቆሮ በወያኔ መስመር የሚጋልበው,1
ጥሩ ደህና ዋል,0
የለውጡ _ጠቀላይ_ሚኒስትር ክቡር _ዶክተር ደም መላሽ አብይ አህመድ በርታ የጀመርከውን አሸባሪን የመከላከልና የማፅዳት እንቅስቄሴ እንደግፋለን,0
ሲኦል ስትሄድ ለሰይጣን የምትገዛ ምስኪን ነፍስ ትሆናለህ,1
አደራቹ ኞች ኞች ማነዉ ተኝተዉ ሚያድሩት ያለህ,0
እሚያሳዝነው አጥፋው ፍለጠውቁረጠው ሲባል አትክልት የሚመስለው ማህበረሰብ ተፈጥሯ ይሄ አሳሳቢ አሳፋሪ በሰለጠነ ዘ,0
ወያኔ በሰርጎ ገቦች አማካኝነትበወታደሮች በህዝብ እየገባ ሽብር እየነዛ አንዳዴም እየተኮሰ እየበተነ ቦታ ያስለቅቃሉ ሂሳቡን ያወራርዳል,1
ያው ከወያኔ,1
ጅል ኢዜማን የምትጠሉት ኢትዮጵያ ስላለ እናተ በዘር የምታምኑ ከወያኔ በምን ተሻላችሁ በዘር ድርጅት የምታምኑ አማራ መገደል የምድነው የኢትዮጵያ ፖለቴካ ከዘር ስወጣነው,1
ምርጫ ህወሀት ላይመለስ የተገረሰሰበት ማረጋገጫ ይምረጡ ጅምሩ አሻራዎን ያስቀምጡ,1
ያልካቸው ነገሮች ባብዛኛው የፖለቲካ ትርፍ ለማስገኘት የተፈበረኩ የፈጠራ ክሶች ማንም ንፁህ ህዝብ እንዲጎዳ አልፈልግም ነገር በሀቅ ተመስረት,0
ዝም በሉ ደደብ ሴት ዉሻ አሮጊቶች ማንም አይሰጥም ሲደመር የዘረኝነትን መጥፎ ሴት,1
ተነሳ የየጁ ኦሮሞ ተነሳ የትግራዩ አንበሳ ዳግም ታሪክ ልትሰራ ራስ ማካኤል ራስ አሉላ,0
የጭን ገሰድ ሳትሆን ሸሌ የምትባለው,1
ጁንታወቹ ቢሸጡ እንደሚያወጡ ሲሰሙ ይሰማቸው ይሆን,1
ይሄ የኤርትራ ሰራዊት ንብረት ዘረፈ ሰወ ጨፈጨፈ ለሚሉ ክሶች ሆኖ የሰራዊቱ መሪዎች ይሁኑ የክልሉ አስተዳዳሪዎች እስካሁን ሀቁን ለመናገር ያልደፈሩ,1
ዘመድ ከዘመዱ አህያ ካመዱ የዘር ሀረጉ ከትግራይ መመዘዙ ሳይሆን ይህን ያስተረኝ እዬሰራው እኩይ ምግባሩ አመታት ኢትዮ ዲያስፖራ,1
ሚካኤል ታምሬ ከሚሰራው ገፀባህርይ ወጣ የሚሉብኝ ስራዎቹ ልታዘዝና የእግር እሳት ከምን ልታዘዝ እግር እሳት የመጣበት ከፍታ ደግሞ ድንቅ,0
እሳት ቤንዚን ለማርከፍከፍ ባንሯሯጥ ምናለ ፅንፍ የረገጡ አስተሳሰቦችን ማራገብ መገፋፋትን የምናልመውን ራእይ አያሳካልንም,0
ለሁሉም ሽጥ ከትግሬ ግዛ የሚለውን የወያኔ ሴራ አሉላ ከማንም በተለይ ከአማራ አትገበያዩ በማለት አሻሽሎታል,1
አሸባሪው ህወሀት,1
ባለው ሁኔታ የአሸባሪው ሀይሎች በገዛ ፈቃዳቸው በሁሉም አቅጣጫ በወገን ሀይል ከበባ የወሎ ኮሪደር ሰተት ብለው የገቡት ወንበዴዎች በግራ በጎን,0
አህያ ነፍጠኞች የኢትዬጵያ ስም ብናንተ የመሬት መብል ስግብግብነት ተቀማ _ቤተ_ክርስቲያን አስድፋሪዋች ትእቢታቹ ህዝብ ለህዝብ አባላ በመለስ አክሱም ሀውልት ተመለሰ አባይን ለመጠቀም በቃን,1
አሉላ ጭንቅላቱ አለሎ ጠንክሮ ደንዝዋል ጦርነት ባህላዊ ጫወታው ባህላዊ ውሽታቸው ቀይረውታል,1
ከስር ዶኩመንት የተፃፈበት ግዜ ማየት በቂ ህዝብ ለመዋሸት ከመሮጥ አስቀድሞ ማጣራት ይበጃል የሚል ቀን በግልፅ ይታያል,1
ለሙስሊም ወገኖቼ እንኳን ለታላቁ የረመዳን ፆም በሰላም አደረሳችሁ ሱባኤ ቢገቡ ክርስቲያኖች ቀድመው በዱአ አጀቧቸው በቅዱስ ወራቸው,0
ዶር ቴዎድሮስ ሊቢያ ለታረዱ ወንድሞቻችን ሀዘን ሊካፈሉ ጨርቆስ ተገኝተው እንዲያውም ያላጃቢ ከንቲባውንም ቀድመውያኔ ላይም የተሳሳተ ግምት ወስጄ,0
ባለፈው አንዱ ኦነግን ልታፈርሱት ትችላላችሁ ኦነጋዊነትን መቼም አታፈርሱትም ሲተነትን አካሱመስ የኦነግ አባል ነህ ሲባል የኦነግ ልጅ ብሎ ጃዋር ትግራይ ትምረፅ,0
ጦርነት ቤታቸው የተቀመጡ አረመኔዎች በወጣቶች ደም የሚጫወቱት ቁማር,1
ብዙም አትፈንጥዝ ጋሽ ሄኖክን በሀሳብ ሞግተው የዛሬ አስፈራሪ የነገ ፈሪ ይሆናል,1
ህውሀት የጎሳ ፖለቲካ አሽቀንጥሮ ጥሎ ለሁላችንም የምትመች ዴሞክራሲያዊት ኢትዮጵያ እንደመመስረት አመት በከንቱ አቃጠለ ጭራሽ ደግሞ,1
ለስልጣን ጥማታችሁ ህፃናትን መማገድ አረመኔነታችሁን ያስመሰክራል,1
ይህን ትዊተር የሚያነቡ በኩም ጭራቅ የተረገሙ ይህንን እርግማን ለመቀልበስ ማተም ደህንነቱ የተጠበቀ አለበት ይደሰቱ ሲን,1
በዚህ ጊዜ ቸል ብትዪ እረፍትና መዳን ለአይሁድ ከሌላ ስፍራ ይሆንላቸዋል አንቺና የአባትሽ ቤት ትጠፋላችሁ አስቴ መልካም ቀን ይሁንላችሁ,0
ባንዳ በቅርጫ እስክወዳዳር ቦታ ተሰቶት የሀገርቱ ተስፋዎች በእስር የምማቅቁብት ለወንበራቸው ስለፈሩ ኢትዮጵያ ፈርሳለች የመጨረሻ ተስፋ እስትንፋሷ የምትወጣው እ,1
ዘውዴ ረታ መፅሀፍ ተፈሪ ወደስልጣን ሲወጡ መኮንን ሀብተ ወልድንና ታከለን በሚገባ እንደተጠቀሙባቸው ፅፈዋል መኮንን ሰው ቀና ብሎ የማያይ ተንኮለኛ ውሻ,0
ፋሲሎ ሲባል ይሄ እንዳይመጣብኝ እየፈራሁ,0
አበበ አረጋይ ቢኖር አንተን ተኩሶ ሮማ የሚጥልህ ማፈሪያ,1
ሌባ ህዝቦች አልብቃ አሉክ ምንው አቅዥቀዥክ ልትሞት,1
እነዚ የጀመሩትን ሰልፍ እንኳን አይጨርሱም ባንዲራው ጠልፎ ሊጥላቸው,1
ኦነግ ኦፌኮ የሰላሙም የትጥቁም ትግል ያልሆንላቸው እንከፎች ለኦሮሞ ህዝብ ሰላም ስጥቱት አርሶ ይብላ,1
ሰይጣንም አንዲህ ብሎ ሲል ዲያቢሎስ በዚ ከቀጠሌ እኔን ሊያስንቅ እስከዛሬ በፀበል ሞከርናቹህ ካሁን በሗላ በሚገባቹህ,0
በሀረሪ ክልል ከተለያዩ የህብረተሰብ ክፍሎች ብሄራዊ የማህበረሰብ ተኮር ምክክር ተካሂዷል በውይይቱ የተሳተፉ የህብረተሰቡ አካላት የተለዩ ችግሮች በመወያየት የመፍት,0
በርዳታ ስም ሀገርን ለአደጋ ሊያጋልጥ ያሰፈሰፈ ማንኛውንም የእርዳታ ድርጅት ሆነ ግለሰብ መንግስት ፈፅሞ ሊታገስ አይገባም ሀገር ወዳድ መንግስት በሀገር ደህንነትና ጥቅም ድርድር አያደርግም,0
አሸባሪና የባንዳ ቡድን ሀገር ለማፈረስ ከውጭ የኢትዮጵያ ጠል ሀገሮች ከውስጥ ባንባወች በመሆን በተለያዩ የኢትዮጵያ ክፍሎች የሚያደርሰውን እግፍና በደል በመቋ,1
የአብይ አህመድ መንግስት ብሎ በሰሜን ወሎ ከጁንታው በመናበብ የዘር ጭፍጨፋ እያካሄደ ይገኛል ፍትህ ለሰሜን ወሎ,1
እግዚኦ ማረነ ክርስቶስ ይሄን ያክል ክፉ ሆነናልየት,1
ከተለያዩ የኢትዮጵያ ክፍሎች የተፈናቀሉ አማራዎች እጣ ፈንታ ሞረሽ እንወያይ በቀጥታ ስርጭት ከአቶ ግርማ ነጋ,0
የሲዳማ ልዩ ሀይል አባላት ሆይ ጨፍልቆ ገዥዎችን የትግራይን ህዝብ ዘር ለማጥፋት በዘር ጥላቻ የዘመቱትን ወራሪ ጠላቶችህን ለማገዝ ባልደረቦችህ እምቢ ብለው ሲሰወሩ ተገደህ መሄ,1
ምናምን ተገዝቶ ፈረሰኛ,0
ደነዝ ሆዳም _ዶክተር አብይ በአንተ ለሀጫም አፍ የሚነቀፍ ሳይሆን እናቱ ኢትዮጵያ የወለደችው ጀግና ከሀዲ እድሜ ልክህን እንደለፈ,1
የሰይጣን ቁራጭ ብቃቱ ካለሽ በሀሳብ አሸንፊያት ከለቀቅሽው ደግሞ አሪፍ መረጃ ይሆናል አንቺም ለማበድሽ ማረጋገጫ ይሆናል,1
ያሁኑ ሲኒማ ኢትዮጵያ በፋሺስት ጣልያን የወረራ ዘመን ሲኒማ ኢታሊያ በሚል ስያሜ በድምቀት ሲመረቅ ህንፃው ከጣልያን ወረራ በፊት የአዲስ አበባ ፖስታ ቤት ቢሮ በመሆን ያገለግል ነ,0
ሁሉንም ነገር የፈጠረው አምላክ እርሱም ፃድቅ ጥበበኛ እናም የፍርድ ቀን እስኪመጣ ድረ,0
የወደፊትዋ ኢትዮጵያ ለአምባገነኖች ቦታ የላትም ይረጋገጣል ከዚህ ይጀመራል ተመዝገቡ ምረጡ ኢትዮጵያ ትረጋጋ ሰላም ትሁን,0
ጁንታው የትግራይን ህዝብ ከኢትዮጵያ ለመነጠል የሚያደርገው ጥረት በህዝቡ ስም የሚጫወተው የፖለቲካ ቁማርና በትግራይ ልጆች እየደረሰ እልቅት የሚገታው የትግራይ ህዝብ በጋ,1
ትልቁ ችግር አገር የአቅርቦት ችግር ሲፈታ እንኳን የሚረጋጋ ኢኮኖሚያዊ ስርአት አንዴ የጨመረ ነገር አይቀንስም ይሄ,0
አቢይ አህመድ አሊ ማለት ከአንድ አማራ አንገት የአንድ ችግኝ መቀንጠስ የሚያሳስበው አስመሳይ መሰሪና አረመኔ ዘረኛ መሪ,1
ወታደራዊ ስልጠናው ቀጥሏል አሻራ ታህሳስ ለውጡን ተከትሎ በአስመራ በለማ መገርሳ ተደራዳሪነት የኦቦ ዳውድ ኢብሳ ሰራዊት ትጥቅ ፈታ ተብሎ ኢትዮጵያ,0
በጨዋታው አህያ ነዎት እባክዎን ያቁሙ ሴት ልጅን ይከለክሏታል ምክኒያቱም በሌላ ዥረት ሞድ እንዲኖር ያድርጉ እባክዎን ያዘገዩትን ህይወት ያግኙ,1
አንዲት ትግራይ ሴት ቀን ወታደሮች ተደፈርኩኝ ስትል አመት ወያኔ ብለው አፋቸው ሚከፍቱ ግማታም ባሌጌዎች,1
ኦህዴድ ህወሀትን በጦር ሜዳ ከጭዋታ ዉጭ ሲያደርግ አማራን በዲፕሎማሲ በማጠልሸት ተጠያቂ ለማድረግ በርትቶ እየሰራ ይገኛል ይሄ ሴራ አገሪቱን ለብቻ ጠቅልሎ ለመዋጥ ከማለም,1
እስኪያልፍ ያለፋል ብለው አባቶቻችችን እናቶቻችን ቀን ያልፋል ታሪክም ይሆናል ያስተዛዝባልም በመጨረሻ እውነት አቸናፊው ድሉ የህዝብ,0
እነዛ በማገዶ እንጨት ሸክም ወገባቸው የጎበጠ ከሰው አውሬ ከዱር አውሬ ራሳቸውን ለማዳን የሮጡ እናቶችና እህቶች እንደሆነ ያውቃሉ,0
ሰኞ ለት ነውኮ የተወለደችው አስር አመቷ ተይ ናፍቂ ቁጥር ይቅርብሽ አላርጂክ ነሽ አላልኩም,0
ቡናው ጫት,0
ሰይጣን አሳስቶህ ብላ አብራህ ሱባኤ ካልገባች ፍታት,1
ሀገራችን ጥንትም የነፃነት ተምሳሌት ነበረች ወደፊትም በአሁኑ ትውልድ ይቀጥላል በሁሉም ዘርፍ,0
ሆዱን አንጠልጥሎ ዶጭ ዶጭ ማለቱ በትግራይ ቁስል ዶጭ ዶጭ ማለቱ የስደሰተህ በንፁህ አይምሮ ከተመለከተው አያምር አያፍር የሚያስብለው ይሄ አጋሰስ ባንዳ,1
የኢቲቪን ዜና ለሚያይ የሚያይ ስለሚሞቱት የጉራፈርዳ ምስኪን አማሮች ንፁሀን ዜጎች ሊያውቅ ብልፅግና የሚል ቃል ካልተጨመረበት ወሬው አይጣፍጥም የተባለ ይመስል ዜናው,1
ዲያቆን ዮሴፍ ተፈሪ በወቅታዊ ጉዳዮች ምክርቤቱ ኢትዮጵያን እየገፋት ካለው የጆ ባይደን መንግስት እያደረገ ያለውን ግፊት ይዘረዝራል ያዳምጡት ጋብዘናል,0
ጀግናው አማራ ፋኖ መተማ ከሱዳን ተታኩሶ እንደሞተው ማለት,0
ይህን ጦርነት በየትኛውም መስፈርት የእርስበርስ ጦርነት አስመስሎ መዘገብ ተቀባይነት አይኖረውም ውጊያው ከከሀዲ ሀገር በታኝ አሸባሪዎች የሚደረግ ሲሆን የትግራይ ህዝብም ከመከላከያ,1
ተከታይ ያላቸው እንዳንተ በድፍረት ቢናገሩ ጥሩ አብዛኞቹ አጉራሾቻቸው ሳይፈቅዱላቸው መናገር አይችሉም,1
የኒንቴንዶ መቀየሪያን ሰጠኋት ከሁለት ሰዎች ጨዋታ መጫወት ትችላላችሁ አልኳት እሷም ከእርስዎ በአንድ ክፍል ጨዋታ መጫወት አልፈልግም ስለሆነም የራስዎን ይግዙ,0
ወያኔ እንደሆነ ተጠናክሮ ውግያውን ያባብሳል ኢትዮጵያም መመከቷን አትተውም ማለት ህዝቡን ያሳለፈውን መከራ ማስደገም,1
እቺ እንኳን እናንተን ምትመለከተው,1
አጥፍቶ ጠፊ ማለት ይሄ የትግራይን ወጣት አሰፈጅቶ ሰው የልብ ችግር እያለበት በረሀ የሚያስኬድ ሰይጣን ያደቆነ ሰይጣን ሳያቀስስ,1
ከሀዲ የካሀዲ ልጅ ሰዉ መስለሀኝ ስረዳህ የኖርኩኝ ጠንባራ ክህደትም ቁምጥና በዘር ያልፋል ለማንኛውም ያለከፈለ ሂሳብ አለህ,1
ማለት ወራዳ ሌባ ነህ ሙያህን ሰው ገደልክበት የአማራ እናቶች እንዳይወልዱ ለማምከን ሰርተሀል ውሸታም አስመሳይ ነህ ገና በፍትህ ትቆማለህ ሌባ ሌባ ሌባ ገዳይ,1
አመት ይምጣ የወያኔ መንግስት አመት ቢቆይ አንኳን የተሰራውን ሩብ አይሰራም ነበረ ይልቁንም እንደጀ,1
በፕሮግራሙ አክራሪ ኦርቶዶክሶችና ነፍጠኞች መስቀል አደባባይ አፍጢር አይደረግም አሉበሚል አረንጓዴ ቢጫ ቀይ ባንዲራ የያዙ ቂሮዎችን በመላክ በፕሮግራሙ ሁከት ለመፍጠር,1
ትግራይ እየሆነ ህግ የማስከበር ዘመቻ የሚለው ይቅር ጦርነትም እየሆነ ዘር ማፅዳት እየሆነ ዘር ማጥፋት ፈፃሚው ይክድ,1
በደመነፍስ የሚናገሩት ባለስልጣናት ማይክ ሲይዙ ፕሬዘዳንቱን እፈራቸዋለሁ አቶ ታየ ደንዷ ለጭፍጨፋው ተጠያቂ,0
ቅናት አስመሰለብሽ ህወሀት ህዝባዊ አላማ አመት ቀጥ አርጎ እንደያዘሽ አትርሺ መካድ አያስፈልግም ጨቅላው ማየት ሀገሪቷ ብትንትኗ አወጣት መንቃት አለብሽ,1
ለጅልኖቶ ለአገር ካድነቶ ለተከበረ ውሸት ቻይነቶ ምስገናችን የላቀ ንጉስ አመት ይንገሱልን,1
እናትሽ ትበዳ የሸርሙጣ ልጅ ድሮስ ከብልት ቸርቻሪ ልጅ ይጠበቃል ቆማጣ ፎጣለባሽ ጊዜያቹን ጠብቁ ቄሮው ጉሙዙ ትግራዋዩና ወላይ,1
የጁንታውን ሊቀ ሰይጣን ወያኔ ከመጀመሪያ ሞቱ ድረስ መስመር ያሰመረለት ሞቱን ያፋጠነ ጀግና ታጋይ የምንወደው ጀግና ኢትዮጵያዊ ሰዩም ተሾመ,1
ቤንሻንጉል ጉሙዝ ክልል በአሶሳ ዙሪያ ወረዳ ባሉ ቀበሌዎች ሰዎች የማህበረሰብ የማህበረሰብ ተኮር ምክክር አካሂዷል,0
ሰይጣንን ቴይለር ስዊፍትን ያወድሱ,1
ይቆጠራል አሁንም ቢሆን የኢትዮጵያዊያን የሚያዋጣን በአንድ ድምፅ ህገመንግስቱ እንዲቀየር አለብን ወያኔን ጠልቶ ኦነግን ብሄርተኞችን መደገፍ አይቻልም ይህሁሉ መአት መተረ,0
ወያኔ እንቅርት ዘራፊ ጨፍጫፊ የእናት ጡት ነካሺ ደሞ ብሎ ብሎ በተከዜ የተገኙት አስከሬን የትግሬዎች ይላል እንኳን አስከሬንን ይቅርና አንድን ኢትዮጲያዊ አይቶ,1
ዎን ገድፎ ቴዎድሮስ በሰራው ሴራ ለጁንታ ወግኖ ቢያጓራ ግባችን መያዝነው ጁንታን በየተራ,1
ከሰሜን ወሎ ሀብሩ አካባቢ ገበሬ በስልክ ያጫወተኝን ልገራችሁ ልዩ ሀይላቸን ሁነን ጁንታውን እየተዋጋን ሳለ ድንገት አቁሙና ወደሗላ አፍግፍጉ የሚባለው ለምንድን ብዬ,0
ከመከላኪያቸን ቀጥሎ በብእሩ እየተዋጋ ያለውን ወጣት ጀግናችን ሱሊይማን አብደላን አብደላን የሳውዲው አምባሳደራች ከቡር ሌንጮ ባቲ ከሚያጋጥመው አደጋ ሊታደጉት እኛም የቲውት,0
የናንተ ችግር አማራ የገደለን ትሉና አማራ እንዲያወግዝ ትፈልጋላችሁ አማራ ለራሱ እየተሳደደ መሆኑ,0
የትግራይ ህዝብ ህዝባችን በዚህ ህዝባችን ምንም ክፉ ነገር እንዲደርስ አንፈልግም ይሄንን የሚያደርጉትንም አንታገስም የጠቅላይ ሚኒስትር ቢሮ,0
ፈረንጆቹ ሰሞኑን ሲወዛገቡ መክረማቸው ነዋ,0
የገረመኝ ነገር ቢኖር በመላው ሀገሪቱ ያሉ ትግሬዎች ሙሉ ለሙሉ ማለት ይቻላል የሰው በላው የአውሬው ህወሀት ተላላኪ በፈጣሪ እርዳታና በብልፅግናዎች ንቃት ሴራቸው ከሽፏል,1
ኤምባሲውቻችን የጡረታ ቦታ መሆናቸው ያሳዝናል,0
ወንድሜ ጠቅላይ ሚንስትር አብይ ስራ ባይሆን ከወያኔ ዳንሳችሁን አቁሙ መሸብለል እንኳን እንዳይቸግራችሁ,1
ስንቱን አስመሳይ አየን አንድም ስለአማራ የተፈናቀሉ ያወራ የለም እንኳን ገቢ ሊሰበስቡላቸው አርቲስቶች መዝግበናል,1
ሰው ነህ አላማህ አንዳርጋቸው ተብየሚ ሚልየን ከመንግስት የሚከፈለው ሰው እንደማንኛውም,1
ለሰብአዊ እርዳታ ተብሎ በአላመጣ እህልና ምግብ ጭነዉ ትግራይ የሚሄ,0
ደንቆሮ ሂስቶሪያን የሚል የኢዲያሚን ወዳጅ ሸገር ሲተረተር ሶስት የጉሙዝ ቀስት በአንገትህ ይሰካ ብዬ ተራግምያለሁ,1
ጀግናው የትግራይ ህዝብ በአምባገኖች የተከፈተበትን ገሀድ የዘር ማጥፋት ጦርነት በተለመደው አኩሪ ወኔው እየመከተ ያሳየው,1
ይሄ ደግሞ እንቅልፍ ከመውደዱ የተነሳ እቅዱ ጠዋት ተነስቼ ተኛለሁ,1
እስካሁን ድረስ ምንም የማይረዱ ሰዎች አሉ ጥሩ ሰው አይደለሁም ጫፉ ይኸውልዎት በቀል መድሀኒት ተሰጠኝ ጠማማ,0
የሚራቡት ማስተማመኛ እንዲሰጣቸው,0
ቱሪናፋ አትልቀቅ ዩኒቨርሲቲዎች የተገነቡት በአባትህ ብር ለነገሩ ዘር ማንዘርህ አህያ ከማገድ ውጪ ትምህርት ቤት ደርሶ አያውቅም እንካን ዩኒቨርስቲ,1
የስክድር እስር ማንነትክን ቁልጭ አድርጎ ያሳያል በዚህ በኦነግ በዚህ ባሸባሪው የምሰራዉ,1
የወያኔ ቀብር ጭፈራ ልበልህ ቀን የቀረህ እንደማንኛውም ሰው ሸቅለህ ልትበላ,1
እውነት ብለሀል ህዝቡ እንደጉድ እየተሳደደ እየተጨፈጨፈ እረፍት አልባ ሲሆን እንዲህ ጥያቄ ለምን ጠየክ አይባልም ለስልጣ,0
እስካሁን ድረስ,0
ቲሽ የቀን ጅቦች አሸባሪ ወያኔ ትግራይን ይሚያስፈጀው ኮንኗዋቸው ለምስኪኑ ትግራይ ህዝብ የምታስቡ አብቹማ ለሁለት,1
የመደመር መንገድ ዳግም አፍሪካን የማዳን መንገድ የመደመር መንገድ የፓን_ አፍሪካኒዝም መገገሚያ ታብሌት,0
ትግራይ በአሁኑ ሰአት በአንዳንድ የድንበር አካባቢ አየተሞከረ ትንኮሳ በየትኛውም የትግራይ ህዝብና ከተማ የደረሰ ጉዳት የለም,0
ወያኔዎች ሰይጣን ገብቶባቸው ሰይጣን ወያኔዎች ገብተውበት የሚባለው እግዚአ,1
ደንቆሮነትህ መለክያ የለውም እርኩስ በሰው ሀዘን ምትደሰተው ሌባ,1
በተቻለኝ መጠን ከዚህ ጦርነት ጋርበተያያዘ ከዚህ ከዚያም ላልጨቃጨቅ ስጥር ግንእንደዚህ አረመኔ ስራ በህዝባችን ሲፈፀም ዝም ብሎ ማለፍ,1
ኧረ አንደው ይሻላል ወገኖቻችን ዛሬ አዳራቸውን በኮምቦልቻ መጠለያ አጥተው በዚህ ሁኔታ አሳልፈዋል በምስሉ የሚታዮት ጨቅላ ህፃን ይዘው ይታያሉ በወሎ ህዝብ የተሰራው ሴራ,0
ግዜ_ደጉ የማይሰበሩት ነፍጠኛና ኦርቶዶክስን አከርካሪያቸው ሰብረነዋል ያሉት ህወሀቶች ሰበርነው ያሉት ነፍጠኛ ስብርብራቸው አውጥቶ ስበርናት ባሏት እምዬ ቤተ ክርስትያን ስር እንዲወሸቁ አድርጓቸዋል ቱ ሽንታሞች,1
ብልፅግናማ አያዋጣም ከህዝብ ስለሚርቅ በቅንጅት የዉህደት ሰነድ ማህተም አላደርግም ብሎ ዉህደቱ ከሽፏል ፓርቲ ቢለም,1
ይሄ የሰይጣን ዘር ባለንጀራ አባቱን ገዳይ ከትግሬዎች አያመልጥም,1
እንጥፍጣፊ የሞራል ልእልና እንዳይኖራቸው ያደረገው,0
ኄኖክ ጋቤሳና ሽመልስ አብዲሳ በአማራ ህዝብ እየፈፀሙ ያሉት የጭካኔ ጥግ በአለም ወደር የለውም ጭራሽ ከዱር አውሬነት ያልተላቀቁ አብይ አህመድ የሚመራው ድርጅት,1
የሚኒሊክ የአምሀራ አፄዎች ሴራ የትግራይን ህዝብ ለሁለት ከፍሎ የተለያየ ማንነት እስከመፍጠር የደረሰ የጀርመን ውህደትን ያየ የአግአዝያን ውህደት ቀላል እንደሆነ ይገባዋል,1
እናመሰግናለን ጀነራል ባጫ ደበሌ የወያኔን ጭካኔ ድሮም የምናውቀው ዛሬ እንደማናውቃቸው ሆነን ጀግኖችን ገለው የፈፀሙት ድርጊት አስለቅሶናል ምሬታችንና እንባችን,1
እባብ ሲሉህ ደስ አይለኝም ትህነግ መርዝ ያልነካህ የጥንታዊትዎ ኢትዬጵያ መንፈስ ያለህ ይመስለን የነበርን ነበርን መገለጫው,1
ሪፖርት ዋልያው በሜዳው ሚዳቆዋ ድል ተቀዳጅቷል,0
ብናምንም ባናምንም ሴራ ተሰርቶብሀል መንግስትን ተጠራጠር መከላከያ ሸሽቷል የሚያስበላህ የራስህ በድን አመራር በየቀኑ የሚጎተጉተንን አጀንዳ የቀረፀው,0
ከፍሪጅ የሚገኝ እውቀት ቀላል እንዳይመስልሽ,0
ብቻዬን እፈራለሁ አብረኸኝ እደር አለቺኝ ከፈሪ ሴት ጋርማ አላድርም,0
ኢንተርቪው ስህተት እርግጠኛ ሁኔ የምነግርህ ማንም የአማራህዝብ የትግራይ ህዝብን የሚጠላ የለም ህዝብ ስንወርድ ትግራይም ህዝብ እንደዛው,0
አቅቶን መስሏቿል ዝም ብለን የምንሸነፈው ስልታዊ ማፈግፈግ ነን,1
ቅማላም ባንዳ አጋም አፋር እንኳን ባቅሙ ተኮሰብን የአፋርን ጀግና ህዝብ ሲያናንቅ ስሙት የአፋር ህዝብ ትግራይ ሌቦች በባንዳነት አይታወቅም ሂድ ታሪክ አገላብጥ,1
ሲፈልግ በድሮን የሚዋጋ መንግስት አቅም አጥሮት ማለት አይቻልም ጀኖሳይድ እየተፈፀመ መንግስት አበባ ሲኮቶኩት ማየት አንፈልግም የመንግስት ተቀዳሚ ስራ የዜጎችን ሰላምና,1
አረመኔነት ጭካኔ የታጠቀ ሀይል የዘቀጠ የሞራል ልእልና ቢኖረው ሰላማዊ ሰዎች ቃታ የሚስበው ከእንግዲህ መጨረሻው,1
ምንም የምታደርጊው ነገር ደካሞች ነሽ ነገር በጭራሽ አትችይም ወላጆችሽ ይንቁሻል እናም ወንጌልን ከእርስዎ ያካፍላሉ ያሉ ፈተና,1
እየውልሽ አማራ ማለት ለብዙ ምት አመታት ከተለያዩ ጎረቤት ነግዶች ካለምንም ከንቱ ጥላቻ ሲጋባ ሲዋለድ የኖረ ያንቺ ችግር በወያኔ መታለልሽ አረ ታረሚ የምን ጉድ ነሽ,1
