text,label
ከዚህ በኋላ ኢትዮጵያን ልባና ዘራፊ መሸተኛ ሴሰኛ ስግብግብና አልጠግብም ባይ መሠሪና ሴረኛ ድብቅ አላማ ያለዉ የደጃልየሐሠተኛው ክርስቶስወታደር የሆነው ትህነግ አይገዛንም!!!!,1
#ሀምሌ ክረምቱ ግም ግም ሲል በሀምሌ ወር የሚወለዱ ሴቶች በሌሎች ወራት ከተወለዱት ጋር ሲነፃፀሩ ሀቀኛ፣ ሚስጢራዊ እና በጣም ጎበዝ ናቸው። ክርክር የማይወዱ መሆናቸውም ከበርካታ ሰዎ,0
« ወያኔ የሚባል ሰይጣን እብድ እንደበላው በሶ ይበታተን » - አንድ ጎረቤቴ ከመረቁት ምርቃት ውስጥ,1
እንደ ጫጩት የምትንጫጬ ሁሉ ይነፍጠኛ ርዝራዞች ናችሁ:: ወይም ለአብይ የምታጎበድዱ ናችሁ:: የራሱን ህዝብ እየጨረሰ ማሞገስ ከሱ እንደማትሻሉ ነው የተረዳሁት::,1
አስመራ በኩሊነታችሁ አዚኖ ሲሏችሁ ቅቤ የቀቧችሁ መስሏችሁ ነው እንዴ ሌላን ሰው አህያ የምትሉት።????,1
አሁንማ አንዴ ገባች እኮ አይን ዉስጥ??,0
#1 ከቀድሞ ስደተኛ ባሁኑ ወቅት በስደት ውስጥ ለሚኖሩ ሁሉ +++++ ጣፋጩ ትዝታ ይመራል +++++,0
ቴድ አለማየሁ ከ18 ዓመታት በፊት የዩስ ዶክተሮች ለአፍሪቃ የተባለ ግብረ-ሰናይ ድርጅት በማቋቋም በተለያዩ የአፍሪካ ሀገራት የጤና ክብካቤ ላይ ድጋፍ ሲያደርጉ ቆይተዋል።,0
ዳሩ ከተደፈረ መሀሉ ዳር ይሆናል። ወያኔ የመላው አፍሪካውያን ጠላት አህጉራዊ አሸባሪ በግጭት እና በጦርነት ውስጥ የሚኖር የሽፍቶች ስብስብ ነው ።,1
እውነቱን ማውራት እንደዚህ አያስብልም የኔ ወንድም እረዳታ እየተደረገለት አሸባሪ የሚባል ዘራፊ ቡድን ባለም ላይ የለም,0
የጥሞና ጊዜሽን በድንፋታ ጨረሰሽው ምድረ ባንዳ ሌባ ወያኔ ሁሉ። አሁን ግን ማስተዋል የማትችሉ የቀንም የለሊትም ጅቦች እንጂ ሰወቸ አለመሆ,1
ይድረስ የኢትዮጵያ ልጆች ሆናችሁ ምንአገባኝ ብላችሁ ዳር ቆማችሁ ለምትመለከቱ ሁሉ።በአድዋ ጦርነት በኖርኩና በተዋጋሁ ብለህ/ሽ ታውቃላችሁ ያለንበት ሁኔታ ከእድዋ በላይ ነው ባንዘምት,1
ለእያንዳንዱ የአማራ ሞት ሙሉ በሙሉ በአንደኝነት ተጠያቂው አብይ ነው የአማራን ህዝብ በጅምላ እያስጨፈጨፈ ያለው አብይ ነው የአማራን ቤትና ንብረት እንዲቃጠል ትዕዛዝ የሰጠው አ,1
ግልጽነት የጎደለው ቅኔ የሚመስል ነገር ፓስት ማረግ ለምን እንደምትፈልጊ ባላውቅም በአሁኑ ግዜ ደብቂኝ ደብቁኝ የሚል ባንዳውና አልጠግብ ባዩ እንሰሳው ወያኔ ብቻ ነው,1
ዋና የትህነግ ገንዘብ አዘዋዋሪዎች የመሸጉት ለንደን ማንቸስተር መሆኑ ተደርሶበታል መቀመጫቸውን በለንደን ያደረጉ ዋና ገንዘብ አዘዋዋሪዎችን የኢትዮጵያ ደህንነት መስሪያ ቤት በትኩረት ሊከታተለው ይገባል,0
እነዚህ የኦሮሞ የብልፅግና መሪዎች ነን ባዬች ኬኛ ኬኛ የሚሉት አልገባኝም ከኦነግ ለማስጣል ነው ወይስ ከኢትዮጵያ? አብይ ግን እንዳይሰማቸው!,1
ወገኖቻችን በማይካድራ በግፍ ሲጨፈጨፉ የወያኔ የዲጂታል ጭፍራ እምበር ተንከባላይ በገዟቸዉ ነጭ ጁንታዎች በመታገዝ ጩኸታችን ቀሙንአሁንም እንደለመዱት መንከባለል ስለጀመሩ ሳንዘናጋ በአ,1
አንተ አጋሰስ ውሻ አጎቶችህ 27 አመት ሙሉ ኢትዮጵያን ሲያተራምሱ የቆዩ አህዮች ነበሩ:: ዛሬ በየቀበሮ ጉድጓድና በየዝንጀሮ ገደል እየተገደሉና እየታደኑ ነው ምድረ ባንዳ የአገር ጠላቶች::,1
እነዚህ ግልገል አሸባሪ ፖርቲዎች ህወሃት በአምሳሉ የፈጠራቸው ሌላ ህወሃቶች ናቸው። በህገወጡ/በጨረቃ የትግራይ ምርጫ ወቅትም የትግራይን መገንጠል ሲያቀነቅኑ የነበሩ ጽንፈኛ አሸባሪዎች ናቸው።,1
አንተ ባለጌ የሰዉ ልክ የማታውቅ ነፍጠኛው ንፍጠኛው ነህ።,1
በሙሉ ማተም ነው። ይሄን አላደርግም ካለ በህግ መጠየቅ ሁለተኛው አማራጭ ነው። 2 . አንድ ጋዜጠኛ የመረጃ ምንጩን አሳልፎ ለመስጠት አይገደድም። ሚዲያን ከህግ አውጭ፣ ተርጓሚና ፈፃሚ,0
??እዋይ!!! ዛሬ ድራማ ተዋናይ፣ የውሸት ሰው አታላይ፣ መሬት ወድቆ ተንከባላይ፣ ባህላዊ ጨዋታው ጠፍቶት ነው ወይ? ምድረ ሌባ እንኩልኳይ?? #EthiopiaPrevails,1
ሁልግዜ ባህላዊ ልብስ ሚለብሱት ኢትዮጵያዊ : ስማቸውን እንጃ ??,0
ሰብካችሁት በነበር አንድነት ለሀበሻ በፍቅር መኖርን እስከመጨረሻው የጥላቻችሁ ዘር አፍርቶ ጎመራ ያሳደጋችሁት አውሬ እናንተኑ በላ 1/2,1
አንተ ጅል ብሃላ ማፈርጠጥ የለም አስብበት የመውጭያ በር ተዘግተዋል እንደ መንግስቱ ዙምባብዌ የለም,1
ረጅም እድሜና ጤና። ተባረኩ.ፍቅር ማለት ይህ ነዉ,0
ዲሞክራሲ ምርጫ ማድረግ አይጠበቅም አሁን ከጀመርነው ወደፊት ደሞ እያደገ እየተሻሻለ ይሄዳል ዋናው ነገር እኛ /እነሱ የሚል የጠላትነት ፓለቲካ በ21 ክፍለዘመን አይሰራም የተለያዩ ፓ,0
ኢዜማ የብሄር ፓርቲ ኧይደለም፡፡ ኧያመራክርም፡፡ የጋምቤላ ክልልን ወኪሎች በሙሉ በሚባል ሁኔታ ጉራጌ ወይ ኧማራ ወይ ሌላ ሳይሆኑ እዚያው ክልል ካሉ ኣኙዋክና,0
ለነዚህ ሰዋች መልስ መስጠት አያስፈልግም ተረግመዋል ከአያቶቻቸው የወረሱት እርግማን አለባቸው እኛ ኢትዮጵያኖች መፀለይ አለብን ለሀጣን የመጣ ለፃ,1
ይድረስ #ለትግራይ_መከላከያ_ሰራዊት #TDF ከዚህ ቀደም ከደርግ ሰታዊትነት ማርከህ አስተምረህ ለትልቅ ወታደራዊ ማዕረግና አመራር ያበቃሃቸው ሰዎች ናቸው ዛሬ የትግራይን ህዝብ እየረሸ,1
አማራን የምወድ ኦሮሞ ነኝ ትግሬን የምወድ ኦሮሞ ነኝ ጉራጌን የምወድ ኦሮሞ ነኝ ስልጤን የምወድ ኦሮሞ ነኝ ሁሉንም ብሔር በእኩል መውደድ የምወድ ኦሮሞ ነኝ! ቅንጣት ያህል ዘረኝነት,0
አየር ላይ የተበተነው ዱቄት ሚጥሚጣ ነው ስንል በምክንያት ነው በሁሉም አቅጣጫ ተበታትኖ ስራውን እየሰራ ይገኛል TDF ቁርምምምም ሽርምምምምም ??,1
አማራ ጠላቴ ጠላታቸሁ ብሎ ማስፈጀት የጀመረውማ ትህነግ ነው እንዴት ይረሳል .,1
እንጂነር ስመኝው ለስራኽው ድንቅ ስራህ ዋጋህን እግዚአብሔር ይክፈልህ ስውማ ከሀዲና ውለታ ቢስ ነው ምንም ብታደርግለት ከስው ምንም አትጠብቅ ከአንዳንድ እውነትን ከያዙት ስዎች ውጭ,0
ተው ባክህ! ?? አውርተህ ሞተሃል! አተራማሾቹ: ገዳዮቹ: ባንዳዎቹ እራሳችሁ! ወይስ እንደ 5 አመት ልጅ imaginary friend እንዳለው: እናንተም im,1
ባንቺ ምክንያት ብዙ ነገሮች እየተከሰቱ ነው????,1
ችግሩ ስር የሰደደ መሆኑን እና የዘር ፖሎቲካው እስካልቆመ ድረስ ብዙ የከፋ ይጠብቀናል ለማለት ነው እንጅ እነኚህን እንኝህን አውሬዎች ደግፌ መስሎ ከታየህ በጣሙን ተሳስተሃል,1
ውነትነው ህውሀቶች ከዚህ አለም ላይመለሱ ቢቀበሩም እርዝራዣቸውና የተወሰኑ ሀገር ሻጭ ባንዳወች የሚነዙት የውሸት ትርክት ደመወዛቸው የተቋረጠባቸው,1
እራሱን ኢትዮጵያዊ ብሄርተኛ ነኝ ብሎ ለሚጠራ ኢሄ ጦርነት ለሱ/ሶ ምንድን ነው? ከአንድ ዘውጌ የበላይነት ወደሌላ ተሻገረ እንጅ የመጣ ለውጥ የለም። ስለዚህ በነሱ የፓለቲካ ግብግብ,0
#Ethiopia : የመጣነው አማራን ለማገዝ አይደለም። አማራ እንኳን ዛሬ ድሮም ለጁንታው አያንስም። እኛ የመጣነው አንድነታችንን ለማሳየት ነው። የኦሮሚያ ክልል ልዩ ፓሊስ ሀይል አ,0
የሳተላይት ስርጭታቸው መቋረጥ ኢሳትና  ህዝባዊ መሰረት እንደሌላቸው የሚያሳብቅ ማስረጃ ነው። Rest In Peace!,1
ሀሪፍ ጥምቀት ለማሳለፍ ትፈልጋላችሁ? እንግዲያው የማታውቁት ስፈር ብቻችሁን ሂዱና ታቦት አጅቡ። ስትመለሱ ለጓደኞቻችሁ ደውሉ።,0
4 ሚልዮን የትግራይ ህዝብ ተርቦ 1.2 ሚልዮን ብር ለዓድዋ ተጓዦች ሰጥቻለሁ የሚል አረመኔ የሆነ መንግስት!! ማፋያ መንግስት,1
9.አስተንትንልኝ? በሉት፤ የእናቴ ቀሚስ አደናቀፈኝ ይላል። ፖለቲከኛ ለመሆን የፖለቲካል ሳይንስ አዋቂ መሆን ግድ እንዳልሆነ አዉቃለሁ ነገር ግን ትንሽም ቢሆን introduction t,1
ሽብርተኞቹ ኦነግ ሸኔና ጁንታው በቶክዮ ኦሎምፒክ ድል ማግኘታቸው አሜሪካ መራሹ የዓለም አቀፉ ማህበረሰብና የምዕራባዊያን ሚዲያ ኢትዮጵያን ለማፍረስ እያሴሩ መሆኑን ያመለክታል ሲል ኢዚ,1
ግቢ በያት ንፋስ እንዳይመታት??,0
የ ወያኔ ( ሽብርተኛው ) ህገ መንግስት።,1
የኢትዮጵያን ሕልውና በዘላቂነት ለማረጋገጥ አሸባሪው ትህነግ ላይ የማያዳግም እርምጃ መውሰድ እንደሚገባ አርበኛ መሳፍንት ተስፉ ገለጹ፡፡,1
የአብይ አህመድ ሴራን ሁሉም የአማራ ህዝብ ሊያውቀው ይገባል,1
አብሯቸው እንዲያዘግም ነበር የፈለጉት?,0
ሰብአዊነት የታያቸው ዛሬ ነው?ሌላው ሲራብ ሲገደል ሲሳደድ የት ነበሩ?በለው ግደለው ባዮቹ አውሮፓ አሜሪካ የከተሙ ተከፋይ ካድሬና ዲጂታሎች ከዘረፋችሁት ቀንሱና,1
ጅል! አሁን ባንተ ቤት ነገሮችን ማወሳሰብህ ነው። መንጋ ደንቆሮዎችህ ይኼን ብትላቸውም ባትላቸውም ለውጥ አያመጡም። ይልቅ ለመህበረሰቡ ክብር ስጥ፥ ትግሬነት ትልቅነት ነው። ቀልለህ አታቅልል።,1
ስለምናባህ investigation ነው ምታወራው ህዝቡም ምኑም ኋላቀር እንስሳ ኦነግ ነው! እዛ ሚኖረውም አማራ ትክከለኛ መረጃ ከሰጠ በሰው በላዎቹ ጭራቅ ዘመዶችህ,1
በጂጂጋ ከተማ ከ 33 ሚለየን በላይ ግምት ያለው፤ የእርዳታ ስንዴ በህገ ወጥ መንገድ ስንቀሰቀስ ተያዘ። ምንጭ የገቢዎች ሚኔስቴር ፦,0
ገራሚ እኮ ነው። ይኸማ የወረዳ ሃላፊ ነው። በክልልና በፌዴራል ደረጃ የሚሰሩ የትየለሌ እኮ ናቸው። የአማራ 1ኛ፤ 2ኛ፤ 3ኛ ጠላት ብአዴንና ብአዴን ነው። የሚገርመ,1
የራሳቸው ምርጫ ነው በመሰረቱ ሀገሩም ለእርሻ ስለማይሆንና ህዝብ በ ከበዛ ያንን ሁሉ መመገብ ስለማይቻል ወያኔ ራሱ ሆን ብሎ የፈጠረው ጦርነት ነው,1
ሰረጎ ገቡ የአልሸባብ አሸባሪው ብዱን በአፋር ንፁሃን ላይ ያደረሱት ግፍ ይመልከቱ,1
- በኮንሶ የዞን ጥያቄ ሞት - የአማራው ጭፍጨፋ በመተከል ፣ በጉራፈርዳ ፣ በጉሊሶ - የወለጋ ህዝብ ስቃይ በሸኔ ምክንያት እና አስቸኳይ ጊዜ አዋጅ,1
አንበሳዬ! ወያኔን በራሷ ሰፈር በራሷ መድረክ በራሷ ሽጉጥ አጠጣልኝ . አገኘሁ ተሻገር ዶር አብይና ፕሮ ብርሃኑ የወያኔ ፍሊቶች,1
በአስመራ የአሜሪካን አንባሲ እና የጁንታ ቅሪቶችን ያበሳጫቸው የባለስልጣን ንግግር . #Ethiopiannews #E . via ,0
ኣንደ ዛሬ ስቄ ኣላቅም። ያው የድሮው ጁንታው ታምራት ላይነህ የኦርቶዶክስ ካባ ለብሶ ከች። ለማስያወስ ያህል የኢትዮጵያ ጳጳስን ያባረረ ኣሱ መሆኑን ረስቶ ኣሁን የኦርቶዶክስ ተጣባቂ ነኝ ለማለት ይቃጣዋል። ለማያቅሽ ታጠኚ።,1
በአዲስ አበባ ከተማ አስተዳደር የአርሶ አደር እና ከተማ ግብርና ልማት ኮሚሽን የ2013 የ6 ወር እቅድ አፈፃጽም በአዲስ አበባ ከተማ ምክትል ከንቲባ ማዕረግ ዋና ስራ አስኪያጅ አ,0
ጁንታዉ: በቁጥጥር:ስር:ዋሉ,1
ብአዴንና አብን የተባሉ የኦሮሙማ+ህውሓት ቅምጦች የሌሉበት አደረጃጀት ለአማራ ጥሩ ጅምር ነው። ግን ችግሩ የእነሱን ሴራ እንዴት መበጠስ ይቻላል ነው?,1
ወዳጆች ሆይ፥ እግዚአብሔር እንዲህ አድርጎ ከወደደን እኛ ደግሞ እርስ በርሳችን ልንዋደድ ይገባናል። የዮሐንስ ወንጌል 4:11,0
አቃጣሪ ወያኔ!! የሱዳን መንግስት እና ህዝብ ለኢትዮጵያ ወዳጅ ነው,1
የአጠና ተራ ልጅ ናት እንዴ,0
ከብት። እንዳንተ ያለ የምሁር መሀይም,1
ጀዋር ለፍ/ቤት የተያዘብኝ መሳሪያ መንግስት የሰጠኝ ነው ልደቱ ለፍ/ቤት የተያዘብኝ መሳሪያ መንግስት የሰጠኝ ነው ወሬኛው ልደቱ ወያኔ ስለነበረ መንግስት እንዳስታጠቀው አመነ ፍርደ-ገምድል ማለት ይሄ ነው!,1
ሽንታም የደቡብ ጎንደር ጎንደሬ አማራን ሲያዋርድ ይኖራል። አማራ ወደ እራስህ ተመልክተህ አሰላለፍህን አስተካክል።,1
Hiwot ጁንቲት! ጋን በጠጠር የሰጪዎችን የአገር እና የወገን ፍቅር የማይታይሽ እና አንድ ዳቦ መግዣ ያልወረወርሽ መስጠት ትርጉሙን የ,1
የመቃብር ዓለም ጌታ ባልዙቡብ ነፍሴን ለመልካም ቦታ ለጋብቻ ወቅቶች አባት ሰይጣን በአንተ ስም ማመስገን እፈልጋለሁ,0
የእስር ዜና በህዝብ ቅሬታ ወደ ወለጋ ከተቀየረ በኃላም ለኦነግ ሸኔ የትቅና የስልጠና ድጋፍ በማድረግ የወለጋውን እና የመተከሉን ቀውስ የሚመሩ ናቸው፡፡ ለዛም ነው የአማራ ጭፍጨፋ እልባት ያልተገኘለት፡፡ 3/3,1
አሉላ የጁንታው አህያ ነው ወደ ሚነዱት የሚነዳ ሚዲያ ላይ ያሉት ደሞ የአሉላ አህዮች ናቸው ተቆፃፀርን ሲላቸው ተቆፃፀርን ኣየኩም ናይናይ????የኢትዮጵያ ህዝብ ጁ,1
የትልቅ ህፃን ምን ቂጥ ቂጡ እየሄድክ ታሸቃብጣለህ ጥገኛ፡ህሊና ካላቹ የሰው ሞት እና የንጽሃን ጭፍጨፋ ማሰቆም በቻላቹ ግን እናንተ ግልፅ,1
በአነቺ አይነት ጋለሞታ ውርጋጥ የሚሸመገል ገልቱ ህዝብ አድርገሽ ማሰብሽ ድፍረት ነው!ለማንኛውም በቅርቡ ይንጠለጠልብሻልና ትንሽ ጠብቂ!!,1
ነውረኛ!! ብዙማለት ብፈልግም ግዜን ማባከን ነው,1
ኢትዮጵያዊነት ከሰሊጥመሬት በላይ ነው!#Ethiopia,0
Mulugeta leul ቆይ ጁንታዎችን ከመቃብር እንቀሠቅሥና እነርሡ ችግራችንን ይፈቱልናል አሊያ ከአልሢሢ ጋር እንቆማለን!!,1
አንቺ ቀባጣሪ ምን አለ አስብሽ ብታወሪ የኢትዮጵያ ሕዝብ ምን እንደሚፈልግ ብትረጂ አፍረትሽን ይቀንስልሽ ነበር። ቋንቋ ተማሪ??,1
Abiy እስስት የሆነ ሰው ክፋት ብቻ ????,1
የአማራ ምልሻ እና ፋኖ . በትግራይ ህዝብ ወንጀል ፈፅመዋል . በህግ ልጠየቁ ይገባል አልያም . ዋጋቸው ማግኘት አለባቸው የሰይጣን ቁራጭ ልጆች,1
የሚያስተውል እግዚአብሔርንም የሚፈልግ እንዳለ ያይ ዘንድ ፤እግዚአብሔር ከሠማይ የሠው ልጆችን ተመለከተ። መዝሙረዳዊት 42፥2,0
የህወሃት አሸባሪዎች በአፋር እና በአማራ ክልሎች አጥፊ ሽንፈት ሲገጥማቸው ህወሓት መከላከያ በሌላቸው ሲቪሎች ላይ ያነጣጠረ ነው። ጨዋታ ከጁንታ በላይ! ????,1
በሉ፣ኢትዮጵያውያን፣ትእዛዝ፣ተቀብሎ፣መቶላቹሀል፣ተላላኪው፣መሪያቹ፣ #ክተት ኢሳያስ፣ባለ፣ማግስት፣አሁን፣እናንተ፣ጋር፣መቶአል፣ #ክተቱ . ደርግም፣እንደዛ፣ነበር፣ያለው፣ከ,1
እኔ ብሞት እንዲ ይመችሽ መስሎሻል ምድረ ነጫጭባ! _Mom??,1
በ Vctoria and Albert ሙዝየም ያሉ የኢትዮጵያ ቅርሶች በተለይ ከአፄ ቴዎድሮስ ሞት በኃላ የተዘረፋትን ቅርሶች በቋሚ ውሰት ለኢትዮጵያ ብሔ,0
ወዳጅም ጠላትም ያውቀው ዘንድ በኢትዮጵያ መቃብር ላይ ሀገረ መንግስት ለመመስረት ያቀደ ከንቱ ቅዠት መሆኑን ይረዳ።,1
አንተ እኮ ቤተሰብን መምራት ያልቻልክ በጣም ደካማ ሰው ነህ ስለ አብይ ስታወራ ትንሽ አታፍርም ለምን መጥተ ከ4ኪሎ አታስወጣሁም። ውሻ የውሻ ልጅ አሁን ደግ,1
ጦርንት ለማስገባት ብዙ ቢለፉም አልተሳካለቸውም! ይኸው ውጤቱም አፍርቶ በተግባር እየታየ ነው! እጅግ ጥሩ የህዝብ ዲፕሎማሲ ስራ ነው የተሰራው!,0
ደስ ይላል። የሰው ዘር ጠላት የሆነው ወያኔ እስከሚጠፋ እንቅልፍ የለም።,1
የአማራ ህዝብ ክልሉ በወንበዴዎች ተወሯል! ከኦነግ ጋር ባደረጉት ስምምነት መሰረት ወያኔ የአማራውን ክልል እንዲያስተዳድር ተስማምተዋል! በአዲስ አበ,1
ብዙ ጅል ሰዎች  ለሚፈፅመው ሐጥያት ሁሉ፣ ወያኔ ጭራቁ ነው እያሉ ጣት መቀሰር የተለማመዱት ደካማ አስተሳሰብ አላቸው። ወያኔ ኦሮሚያን አያስተዳድርም። በርግጥ ወ,1
እያስፈራሩ ብልፅግናን ካልመረጥክ ብለው እያስገደዱት ያለው የጉራጌ ማሐበረሰብ ያለበት ሁኔታ በትንሹ ይህን ይመስላል።ፍርዱን ለኢትዮጵያ ህዝብ እንተወዋለን።,1
ብቻህን ሮጠህ ብቻህን አሸናፊ! የዘመናችንአስነዋሪ ሰው የዘምናችን ውሻ ቆሻሻ ሰው ነህ,1
ሆኖም ፣ እሱ በሚያኮጂ ፈጣን ጋላቢ ጀርባ ላይ ተጭኖ ለአንድ ሳምንት ያህል በሂራናካ ውስጥ ነበር . አዎ ፣ በራሱ አንብቦ እንዲፈስ ፈቀደ ፡፡ .,0
ሰይጣን ላመሉ መፅሀፍ ቅዱስ ይዞ ይምላል ይባል ይለ? ሀይማኖት፣ፖለቲካ፣ባንዲራ፣ሀገር የነሱ መለያ የንግድ ምልክታቸው ነው ታድያ ከዚህ ሁሉ የሉበትም እውነት ግን,1
በትክክል! የሚገርም ቦታ ነው።,0
ሀሳብን በሀሳብ ከመሞገት ሰድብን ምርጫ ማድረግ ብልግናን ብቻ ሳይሆን ደደብነትንም ይገልፃል። በዚህ ደግም ከፍተኛ ልምድ ያለህ/ሽ በመሆኑ መድረኩን ሰ,0
ድሮም የአውሬ መኖሪያው ጋህነብ ነው welcome ይበላችሁ ሳጥናኤል!,1
ተንከሲስ የሃገራችን ጠላቶች ከያሉበት እራሳቸውን እያጋለጡ!! መንግስት ቆራጥ እርምጃ ወሰደ! #LoveAndpeace . via ,0
መተከልም ወለጋም ሱዳንም አማራ ላይ እንዲነሱ የተደረጉት በአብይ አህመድ ሴራ ነው።,1
የዛሬው የኃዘን ወሬ ልክ በትግራይ ላይ ጦርነት ለመክፈት ወለጋ ላይ አማራ ተገደለ ብለው እንዳስወሩት የተቀነባበረ ሴራ የመሆን እድሉ ሰፊ ነው::,1
አንተም ከነሱጋ በቅርቡ ትቀላቀላለህ አህያ,1
ትህነግ የአማራን ህዝብ ለ 27 አመት አንደውሻ በሃገሪቱ በሙሉ አስቀጠቀጠው። ለአማራ ህዝብ ዋና ጠላቱ ትህ,1
ክብር የአገሪቷን ዳር ድንበር ለመጠበቅ እየተዋጋ ላለው የኢትዮጵያ መከላከያ ሠራዊት!,0
በቅርቡ ተስፋ አለኝ በሀገሬ እንደ ኢዜማ እና ብልፅግና በመሠሉ በሳል ፓርቲዎች በታሪክ ባልታየ ሁኔታ ጨዋነት የተሞላበት ምርጫ በማድረግ ሠላማዊ,0
ጁንታውን፣ወይም ተላላኪውን መንጥሪ ከአዲስ አበባ አደራ።,1
እኔ እንቁላሎቻችሁን እፈልጋለሁ እፈልጋለሁ እንቁላሎቻችሁን እፈልጋለሁ እኔም እንቁላሎቻችሁን እፈልጋለሁ እንቁላሎቻችሁን እፈልጋለ,0
ለካ ዘፋኝ ሲቀሽብ አስለቃሽ የመሆን እድል አለው ::,0
ከዚህ በፊት በነበራቸው ተሳትፎ ነው የፈረጅኳቸው።ለአንተ የሐሳብ ልእልና ማለት የአማራ ህዝብ ጥያቄዎችን ማጣጣል ነው,1
ውሳኔያችን ነጃሳን ጨርቅ በሽንት ማጠብ እንዳይሆን እንጠንቀቅ! #ምርጫ2013,0
ወደ አውሬነት የተቀየሩ ሰዎች ናቸው። ስነት ሰው እንዳስለቀሱ ካለ አባት እናትና እና አገር እንዳስቀሩ በቢላ እንዳሳረዱ ስታስበው ህመሙ እንጂ ሀዘኑ ይጠፋል።,1
የኢትዮጵያ መንግስት ማንኛውንም ዲፕሎማስያዊ ግንኙነት ከUS ጋር ማቋረጥ አለበት! በየአመቱ የሚሰጡን 800 ሚሊየን ዶላር ነው የሚቀርብን እሱንም ለህውሀት ፍርኖ ዱቄት ነው የምንገዛበ,1
ምነው W F P ሳይጠሩት አቢት አለ። የኢትዮጵያ መንግስት ስም ሳይጠራ ነው መግለጫ የሰጠው። ግን ፈስ ያለበት ዝላይ አይችልም ይባል የለ። W F P ተነስቶ አስለፈለፈው።,1
ትክክል ይሁኑም አይሁኑም ላመኑበት ነገር ግምባራቸዉን ሰጥተዋል,0
ሽሜ በርታ ክፉ አትሰማ አንተ ከአማራ ወንድሞች ጋር በርታ ጩኸት የውሻ እና የጅብ ነው::,0
እኔ ብቻ ነኝ ግን መገናኛ ጋር ሌባ ተይዞ ሳይ የዜግነቴን ግዴታ ምወጣው??,0
ለኢትዮጵያ ነቀርሳ የሆነው ይህን ከሀዲ ቡድን በመደምሰስ የህግ የበላይነትና ህገ መንግስታዊ ስርዓት ለማረጋገጥ በብቃት እንሰራለን! ጄኔራል ብርሃኑ ጁላ የጦር ኃይሎች ጠቅላይ ኤታ,1
ጠሚ ሆይ የድርድር ቀይ መስመር እነዚህ አረመኔዎች ያለፉት ጭካኔ በተሞላበት የአማራንና አፋርን ህዝብ ከጨፈጨፉ በሗላ ነው:ሰላም የሚኖረው በማያዳግም ሁኔታ እነዚ,1
ክንደያ ጠባችን ከአብይና ከተላላኪዎቹ ጋር እንጂ ከማንም አይደለም ይላል ህምምምም,0
ምክንያቱም እውነት ከተጨፈጨፉት ተጋሩ ጎን ስለሆነች አለማቀፉ ማህበረሰብ ውሸትትህ ሊቀበልህ አልፈቀደም.ሆዳም አስመሳይ,1
መልካም ሠዉ ለመሆን ከመልካም ሠዉ መወልድ አይደለም። መልካም አስተሳሠብ እንጅ,0
ባይሆንም መሆኑ አይቀርም፡፡ ??,0
በትግራይ ክልል እስካሁን 3 ነጥብ 7 ቢሊየን ብር ወጪ በማድረግ የአስቸኳይ ጊዜ ድጋፍ ቀርቧል,0
ድን ላጥብቃት ወይስ እንደላላች ትቆይ? ከፍቷል ዘመኑ፣ ሰው አትመኑ። ብሶበት አርፏል በጣም ወፈፈ፣ ሁሉን ጨርሶ ቅኔ ዘረፈ። ያዝ እንግዲህ።,0
ይሄ ማለት ነዉ፣ ከእስራኤል ማለት ነዉ . ዳንሳ ማለት ነዉ፣ በላይ ማለት ነዉ፣ አቅም አለዉ ማለት ነዉ ?? ??,0
ወያኔ እንዲያ በስልጣን ልባቸው አብጦ እንዳልነበር ዛሬ ግማሹ በየሸለቆው፣ግማሹ አንገቱ ተቆርጦ፣ ግማሹ በጥይት ግንባሩ ተበስቶ፣ግማሹ በእጀሙቅ እስር ቤት ይገኛል። ለዘመነኞቹ መልካ,1
አስመሳይ ሁሏ . ለምስኪኑ የጎጃም፣ አጎው፣ ቅማንት፣ ወሎና ሸዋ እንዲሁም ጎንደር ህዝብ ከእናንተ በላይ ጠላት የለውምምም።,1
Fuck you fecebook you are junta ኢትዮጲያን ለተሳደበ አንድ ትግረዋይ ከብት ብየ ስለተሳደብኩ ብቻ በነሱ የእየየ ሪፖርት ይዘጋብኛል?ሌባ አንጋሽ ነጫጭባ ሁላ፡ኢትዮጲያ,1
ወንድነቱስ ጀግንነቱን ሄደህ ትህነግ ወንድምህን ጠይቀው አፈር ከደቼ የሚያስበላህ ማነው ብለህ,1
የምታወሪው አጣሽ እንዴ ሀገር ከሀዲ ጁንታ,1
Yea ሌሊቱን ሙሉ ብልጭ ድርግም ሲሰሩ ስለሚያድሩ ምሳ ሰዐታቸው ወደ ጠዋት ይሳባል፡፡,0
#እናት ሀገሬ በክፉ ያየሽ አይኑ ይጥፋ ። እንቅፋት ቢመታሽ ትንሽ ብትቸገሪ ጠላት ተነሳብሽ አይዞሽ ሀገሬ ይህንንም ታልፍያለሽ በእኛ በልጆችሽ,0
ሰድስት ቁጥሮች ከአንድ እስከ 50 ስጠኝ እኔ ገዛለሁ፣ ካሸነፍን 50/50 Deal . ??,0
በደቡብ ክልል ቤንች ሸኮ ዞን ጉራ ፈርዳ ወረዳ አንድ ህጻንን ጨምሮ 12 ሰዎች ሲገደሉ ሌሎች 5 ሰዎች መቁሰላቸው ጥቃቱ የደረሰባቸው በሙሉ አርሶ አደሮች ናቸው። ምሽት በየቤታቸው,0
